0.0, 2981.0, 2981.0
0.0, 2998.0, 5979.0
2.7272727E-5, 2474.0, 8453.0
6.363635E-5, 801.0, 9254.0
4.6363633E-4, 618.0, 9872.0
4.6363633E-4, 1457.0, 11329.0
5.5454543E-4, 1113.0, 12442.0
0.0010545455, 569.0, 13011.0
0.0012727272, 750.0, 13761.0
0.0010454544, 504.0, 14265.0
9.1818185E-4, 980.0, 15245.0
0.0012454547, 952.0, 16197.0
0.0014545457, 2262.0, 18459.0
0.0014000002, 1309.0, 19768.0
0.0012363637, 1345.0, 21113.0
0.0014818182, 632.0, 21745.0
0.0013363636, 562.0, 22307.0
8.6363644E-4, 1264.0, 23571.0
0.0011727272, 2567.0, 26138.0
0.0011272727, 1197.0, 27335.0
0.0013363636, 1620.0, 28955.0
0.0011818181, 960.0, 29915.0
8.818182E-4, 20.0, 29935.0
8.090909E-4, 1815.0, 31750.0
0.0011181817, 58.0, 31808.0
0.0011454545, 1663.0, 33471.0
0.0011454545, 924.0, 34395.0
0.0011727273, 1500.0, 35895.0.
