0.0, 5090.0, 5090.0
0.0, 10155.0, 15245.0
0.030260002, 1797.0, 17042.0
0.030260002, 9922.0, 26964.0
0.109000005, 2777.0, 29741.0
0.10908, 10273.0, 40014.0
0.10908, 2786.0, 42800.0
0.23836002, 5650.0, 48450.0
0.25098, 7184.0, 55634.0
0.18444002, 10469.0, 66103.0
0.38380003, 8723.0, 74826.0
0.25498003, 697.0, 75523.0
0.24256003, 108.0, 75631.0
0.29167, 91.0, 75722.0
0.34857002, 545.0, 76267.0
0.34857002, 6896.0, 83163.0
0.11908998, 3603.0, 86766.0
0.119169995, 5331.0, 92097.0
0.21212998, 6514.0, 98611.0
0.23903999, 2115.0, 100726.0
0.21203001, 5081.0, 105807.0
0.1978, 4849.0, 110656.0
0.12102, 499.0, 111155.0
0.120910004, 3366.0, 114521.0
0.15734, 3051.0, 117572.0
0.14695, 885.0, 118457.0
0.37768, 8265.0, 126722.0
0.45591003, 348.0, 127070.0
0.4558, 11430.0, 138500.0
0.45565003, 879.0, 139379.0
0.37867004, 765.0, 140144.0.
